央视,#genre#	
劲爆体育,http://139.9.188.172:5678/sxg.php?id=lqhxjcHDH265_4000
聚鲨环球精选,http://139.9.188.172:5678/sxg.php?id=jshqjxHD_4000
卡酷少儿,http://139.9.188.172:5678/sxg.php?id=kkkt_4000
快乐垂钓,http://139.9.188.172:5678/sxg.php?id=fyzqklcdHDH265_4000
乐游,http://139.9.188.172:5678/sxg.php?id=qjs-HDH265_4000
梨园频道,http://139.9.188.172:5678/sxg.php?id=ly_4000
魅力足球,http://139.9.188.172:5678/sxg.php?id=mlyy_4000
七彩戏剧,http://139.9.188.172:5678/sxg.php?id=qcxj_2000
摄影频道,http://139.9.188.172:5678/sxg.php?id=sy_4000
生活时尚,http://139.9.188.172:5678/sxg.php?id=shssH265_4000
四海钓鱼,http://139.9.188.172:5678/sxg.php?id=shdy_4000
天元围棋,http://139.9.188.172:5678/sxg.php?id=tywq_2000
武术世界,http://139.9.188.172:5678/sxg.php?id=wssj_4000
先锋乒羽,http://139.9.188.172:5678/sxg.php?id=xfpy_4000
新视觉,http://139.9.188.172:5678/sxg.php?id=ycxsjH265_4000
证劵服务,http://139.9.188.172:5678/sxg.php?id=jz_2000
中国天气,http://139.9.188.172:5678/sxg.php?id=zgqx_4000
中央新影-发现之旅,http://139.9.188.172:5678/sxg.php?id=fxzl_2000
中央新影-老故事,http://139.9.188.172:5678/sxg.php?id=lgs_2000
中央新影-中学生,http://139.9.188.172:5678/sxg.php?id=zxs_4000
CGTN-俄语,http://139.9.188.172:5678/sxg.php?id=ey_2000
CGTN-法语,http://139.9.188.172:5678/sxg.php?id=fy_2000
CGTN-西语,http://139.9.188.172:5678/sxg.php?id=xbyy_2000
CGTN-英语,http://139.9.188.172:5678/sxg.php?id=CGTN_4000
风尚购物,http://139.9.188.172:5678/sxg.php?id=fsgw_4000
家家购物,http://139.9.188.172:5678/sxg.php?id=jjgw_4000
家有购物,http://139.9.188.172:5678/sxg.php?id=jygw_4000
央广购物,http://139.9.188.172:5678/sxg.php?id=yggwgq_4000
优购物,http://139.9.188.172:5678/sxg.php?id=ygw_4000
CCTV1,http://tvmvip110.club/as.php?id=cctv1hd
CCTV1,http://tvmvip110.club/as.php?id=cctv1
CCTV2,http://tvmvip110.club/as.php?id=cctv2
CCTV2,http://tvmvip110.club/as.php?id=cctv2hd
CCTV3,http://tvmvip110.club/as.php?id=cctv3
CCTV3,http://tvmvip110.club/as.php?id=cctv3hd
CCTV4,http://tvmvip110.club/as.php?id=cctv4
CCTV4,http://tvmvip110.club/as.php?id=cctv4hd
CCTV5,http://tvmvip110.club/as.php?id=cctv5hd
CCTV5,http://tvmvip110.club/as.php?id=cctv5
CCTV5+,http://tvmvip110.club/as.php?id=cctv5p
CCTV6,http://tvmvip110.club/as.php?id=cctv6
CCTV7,http://tvmvip110.club/as.php?id=cctv7
CCTV7,http://tvmvip110.club/as.php?id=cctv7hd
CCTV6,http://tvmvip110.club/as.php?id=cctv6hd
CCTV8,http://tvmvip110.club/as.php?id=cctv8hd
CCTV8,http://tvmvip110.club/as.php?id=cctv8
CCTV9,http://tvmvip110.club/as.php?id=cctv9hd
CCTV9,http://tvmvip110.club/as.php?id=cctv9
CCTV9,http://tvmvip110.club/as.php?id=cctv9hd2
CCTV10,http://tvmvip110.club/as.php?id=cctv10
CCTV10,http://tvmvip110.club/as.php?id=cctv10hd
CCTV11,http://tvmvip110.club/as.php?id=cctv11hd
CCTV11,http://tvmvip110.club/as.php?id=cctv11
CCTV12,http://tvmvip110.club/as.php?id=cctv12
CCTV12,http://tvmvip110.club/as.php?id=cctv12hd
CCTV13,http://tvmvip110.club/as.php?id=cctv13
CCTV13,http://tvmvip110.club/as.php?id=cctv13hd
CCTV14,http://tvmvip110.club/as.php?id=cctv14
CCTV14,http://tvmvip110.club/as.php?id=cctv14hd
CCTV15,http://tvmvip110.club/as.php?id=cctv15hd
CCTV15,http://tvmvip110.club/as.php?id=cctv15
CCTV17,http://tvmvip110.club/as.php?id=cctv17
CCTV16,http://tvmvip110.club/as.php?id=cctv16hd
CCTV17,http://tvmvip110.club/as.php?id=cctv17hd
CGTN,http://tvmvip110.club/as.php?id=cgtn
CGTN2,http://tvmvip110.club/as.php?id=cgtn2
CGTN阿拉伯语,http://tvmvip110.club/as.php?id=cgtna
CGTN西班牙语,http://tvmvip110.club/as.php?id=cgtne
CGTN法语,http://tvmvip110.club/as.php?id=cgtnf
CGTN俄语,http://tvmvip110.club/as.php?id=cgtnr
CETV1,http://tvmvip110.club/as.php?id=cetv1hd
CETV1,http://tvmvip110.club/as.php?id=cetv1
CETV2,http://tvmvip110.club/as.php?id=cetv2
CETV4,http://tvmvip110.club/as.php?id=cetv4
CHC动作电影,http://tvmvip110.club/as.php?id=chcdzdy
CHC电影,http://tvmvip110.club/as.php?id=chcgqdy
CCTV1,http://tvmvip.com/migu.php?id=cctv1
CCTV2,http://tvmvip.com/migu.php?id=cctv2
CCTV3,http://tvmvip.com/migu.php?id=cctv3
CCTV4,http://tvmvip.com/migu.php?id=cctv4
CCTV4A,http://tvmvip.com/migu.php?id=cctv4a
CCTV4O,http://tvmvip.com/migu.php?id=cctv4o
CCTV5,http://tvmvip.com/migu.php?id=cctv5
CCTV5P,http://tvmvip.com/migu.php?id=cctv5p
CCTV6,http://tvmvip.com/migu.php?id=cctv6
CCTV7,http://tvmvip.com/migu.php?id=cctv7
CCTV8,http://tvmvip.com/migu.php?id=cctv8
CCTV9,http://tvmvip.com/migu.php?id=cctv9
CCTV10,http://tvmvip.com/migu.php?id=cctv10
CCTV11,http://tvmvip.com/migu.php?id=cctv11
CCTV12,http://tvmvip.com/migu.php?id=cctv12
CCTV13,http://tvmvip.com/migu.php?id=cctv13
CCTV14,http://tvmvip.com/migu.php?id=cctv14
CCTV15,http://tvmvip.com/migu.php?id=cctv15
CCTV17,http://tvmvip.com/migu.php?id=cctv17
CCTV风云剧场x,http://tvmvip.com/migu.php?id=fyjc
CCTV1,http://tvmvip110.club/bst.php?id=94
CCTV2,http://tvmvip110.club/bst.php?id=95
CCTV3,http://tvmvip110.club/bst.php?id=96
CCTV4,http://tvmvip110.club/bst.php?id=97
CCTV5,http://tvmvip110.club/bst.php?id=98
CCTV6,http://tvmvip110.club/bst.php?id=99
CCTV7,http://tvmvip110.club/bst.php?id=100
CCTV8,http://tvmvip110.club/bst.php?id=101
CCTV9,http://tvmvip110.club/bst.php?id=102
CCTV10,http://tvmvip110.club/bst.php?id=103
CCTV11,http://tvmvip110.club/bst.php?id=104
CCTV12,http://tvmvip110.club/bst.php?id=105
CCTV13,http://tvmvip110.club/bst.php?id=106
CCTV少儿,http://tvmvip110.club/bst.php?id=107
CCTV音乐,http://tvmvip110.club/bst.php?id=108
CCTV17,http://tvmvip110.club/bst.php?id=109
CHC家庭影院,http://tvmvip110.club/as.php?id=chcjtyy
CCTV10,http://222.132.191.125:9901/tsfile/live/0002_1.m3u8
CCTV11,http://222.132.191.125:9901/tsfile/live/0011_1.m3u8
东方卫视,http://222.132.191.125:9901/tsfile/live/0107_1.m3u8
CCTV12,http://222.132.191.125:9901/tsfile/live/0012_1.m3u8
北京卫视,http://222.132.191.125:9901/tsfile/live/0122_1.m3u8
CCTV8,http://222.132.191.125:9901/tsfile/live/0008_1.m3u8
山东卫视,http://222.132.191.125:9901/tsfile/live/0131_1.m3u8
广东卫视,http://222.132.191.125:9901/tsfile/live/0125_1.m3u8
河南卫视,http://222.132.191.125:9901/tsfile/live/0139_1.m3u8
CCTV14,http://222.132.191.125:9901/tsfile/live/0014_1.m3u8
深圳卫视,http://222.132.191.125:9901/tsfile/live/0126_1.m3u8
CCTV14,http://222.132.191.125:9901/tsfile/live/0010_1.m3u8
重庆卫视,http://222.132.191.125:9901/tsfile/live/0142_1.m3u8
安徽卫视,http://222.132.191.125:9901/tsfile/live/0130_1.m3u8
湖北卫视,http://222.132.191.125:9901/tsfile/live/0132_1.m3u8
浙江卫视,http://222.132.191.125:9901/tsfile/live/0124_1.m3u8
四川卫视,http://222.132.191.125:9901/tsfile/live/0123_1.m3u8
江苏卫视,http://222.132.191.125:9901/tsfile/live/0127_1.m3u8
CCTV1,http://222.132.191.125:9901/tsfile/live/0001_1.m3u8
CCTV4,http://222.132.191.125:9901/tsfile/live/0004_1.m3u8
天津卫视,http://222.132.191.125:9901/tsfile/live/0135_1.m3u8
CCTV13,http://222.132.191.125:9901/tsfile/live/0013_1.m3u8
辽宁卫视,http://222.132.191.125:9901/tsfile/live/0121_1.m3u8
CCTV5,http://222.132.191.125:9901/tsfile/live/0005_1.m3u8
CCTV15,http://222.132.191.125:9901/tsfile/live/0015_1.m3u8
湖南卫视,http://222.132.191.125:9901/tsfile/live/0128_1.m3u8
CCTV9,http://222.132.191.125:9901/tsfile/live/0009_1.m3u8
影视,http://222.132.191.125:9901/tsfile/live/1009_1.m3u8
山东体育,http://222.132.191.125:9901/tsfile/live/1005_1.m3u8
电影,http://222.132.191.125:9901/tsfile/live/1010_1.m3u8
山东新闻,http://222.132.191.125:9901/tsfile/live/1006_1.m3u8
山东文旅,http://222.132.191.125:9901/tsfile/live/1002_1.m3u8
山东少儿,http://222.132.191.125:9901/tsfile/live/1007_1.m3u8
家庭影院,http://222.132.191.125:9901/tsfile/live/1008_1.m3u8
山东生活,http://222.132.191.125:9901/tsfile/live/1003_1.m3u8
CTV-1HD,http://220.177.175.45/tlivectfree-cdn.ysp.cctv.cn/001/2000210103.m3u8
山东综艺,http://222.132.191.125:9901/tsfile/live/1004_1.m3u8
CCTV-2HD,http://220.177.175.45/tlivectfree-cdn.ysp.cctv.cn/001/2000203603.m3u8
CCTV-4HD,http://220.177.175.45/tlivectfree-cdn.ysp.cctv.cn/001/2000204803.m3u8
CCTV-3HD,http://220.177.175.45/tlivectfree-cdn.ysp.cctv.cn/001/2000203803.m3u8
CCTV-8HD,http://220.177.175.45/tlivectfree-cdn.ysp.cctv.cn/001/2000203903.m3u8
CCTV-11HD,http://220.177.175.45/tlivectfree-cdn.ysp.cctv.cn/001/2000204103.m3u8
CCTV-12HD,http://220.177.175.45/tlivectfree-cdn.ysp.cctv.cn/001/2000202603.m3u8
CCTV-13HD,http://220.177.175.45/tlivectfree-cdn.ysp.cctv.cn/001/2000204603.m3u8
CCTV-14HD,http://220.177.175.45/tlivectfree-cdn.ysp.cctv.cn/001/2000204403.m3u8
卫视,#genre#

凤凰中文,http://139.9.188.172:5678/sxg.php?id=test1_4000
凤凰资讯,http://139.9.188.172:5678/sxg.php?id=test2_4000
安徽卫视,http://139.9.188.172:5678/sxg.php?id=ahwsH265_4000
北京卫视,http://139.9.188.172:5678/sxg.php?id=bjwsH265_4000
兵团卫视,http://139.9.188.172:5678/sxg.php?id=btws_4000
重庆卫视,http://139.9.188.172:5678/sxg.php?id=cqwsH265_4000
东方卫视,http://139.9.188.172:5678/sxg.php?id=dfwsH265_4000
东南卫视,http://139.9.188.172:5678/sxg.php?id=dnwsfjwsH265_4000
甘肃卫视,http://139.9.188.172:5678/sxg.php?id=gsws_4000
广东卫视,http://139.9.188.172:5678/sxg.php?id=gdwsH265_4000
广西卫视,http://139.9.188.172:5678/sxg.php?id=gxws_4000
贵州卫视,http://139.9.188.172:5678/sxg.php?id=gzwsH265_4000
海南卫视,http://139.9.188.172:5678/sxg.php?id=hnws_4000
河南卫视,http://139.9.188.172:5678/sxg.php?id=hnws35_4000
黑龙江卫视,http://139.9.188.172:5678/sxg.php?id=hljwsH265_4000
湖北卫视,http://139.9.188.172:5678/sxg.php?id=hbwsH265_4000
湖南卫视,http://139.9.188.172:5678/sxg.php?id=hnwsH265_4000
吉林卫视,http://139.9.188.172:5678/sxg.php?id=jlwsH265_4000
江苏卫视,http://139.9.188.172:5678/sxg.php?id=jswsH265_4000
江西卫视,http://139.9.188.172:5678/sxg.php?id=jxwsH265_4000
康巴卫视,http://139.9.188.172:5678/sxg.php?id=kbwsH264_2000
辽宁卫视,http://139.9.188.172:5678/sxg.php?id=lnwsHDH264_4000
内蒙古卫视,http://139.9.188.172:5678/sxg.php?id=nmgws_4000
山东教育卫视,http://139.9.188.172:5678/sxg.php?id=sdjy_4000
山东卫视,http://139.9.188.172:5678/sxg.php?id=sdwsH265_4000
山西卫视,http://139.9.188.172:5678/sxg.php?id=sxws42_4000
陕西卫视,http://139.9.188.172:5678/sxg.php?id=sxws_4000
深圳卫视,http://139.9.188.172:5678/sxg.php?id=szwsH265_4000
四川卫视,http://139.9.188.172:5678/sxg.php?id=scwsH265_4000
天津卫视,http://139.9.188.172:5678/sxg.php?id=tjwsH265_4000
西藏卫视,http://139.9.188.172:5678/sxg.php?id=xzwsH264_2000
云南卫视,http://139.9.188.172:5678/sxg.php?id=ynws_4000
浙江卫视,http://139.9.188.172:5678/sxg.php?id=zjwsH265_4000
北京卫视,http://tvmvip110.club/as.php?id=bjws
北京卫视,http://tvmvip110.club/as.php?id=bjwshd
东方卫视,http://tvmvip110.club/as.php?id=dfws
天津卫视,http://tvmvip110.club/as.php?id=tjws
东方卫视,http://tvmvip110.club/as.php?id=dfwshd
重庆卫视,http://tvmvip110.club/as.php?id=cqws
天津卫视,http://tvmvip110.club/as.php?id=tjwshd
黑龙江卫视,http://tvmvip110.club/as.php?id=hljwshd
吉林卫视,http://tvmvip110.club/as.php?id=jlws
黑龙江卫视,http://tvmvip110.club/as.php?id=hljws
辽宁卫视,http://tvmvip110.club/as.php?id=lnws
辽宁卫视,http://tvmvip110.club/as.php?id=lnwshd
宁夏卫视,http://tvmvip110.club/as.php?id=nxws
内蒙古卫视,http://tvmvip110.club/as.php?id=nmws
甘肃卫视,http://tvmvip110.club/as.php?id=gsws
青海卫视,http://tvmvip110.club/as.php?id=qhws
河北卫视,http://tvmvip110.club/as.php?id=hbws
陕西卫视,http://tvmvip110.club/as.php?id=sxws
山西卫视,http://tvmvip110.club/as.php?id=sxiws
山东卫视,http://tvmvip110.club/as.php?id=sdws
河北卫视,http://tvmvip110.club/as.php?id=hbwshd
安徽卫视,http://tvmvip110.club/as.php?id=ahws
山东卫视,http://tvmvip110.club/as.php?id=sdwshd
安徽卫视,http://tvmvip110.club/as.php?id=ahwshd
河南卫视,http://tvmvip110.club/as.php?id=hnws
湖北卫视,http://tvmvip110.club/as.php?id=hubws
湖北卫视,http://tvmvip110.club/as.php?id=hubwshd
湖南卫视,http://tvmvip110.club/as.php?id=hunws
湖南卫视,http://tvmvip110.club/as.php?id=hunwshd
江苏卫视,http://tvmvip110.club/as.php?id=jsws
江西卫视,http://tvmvip110.club/as.php?id=jxws
江苏卫视,http://tvmvip110.club/as.php?id=jswshd
浙江卫视,http://tvmvip110.club/as.php?id=zjws
浙江卫视,http://tvmvip110.club/as.php?id=zjwshd
东南卫视,http://tvmvip110.club/as.php?id=dnws
厦门卫视,http://tvmvip110.club/as.php?id=xmws
东南卫视,http://tvmvip110.club/as.php?id=dnwshd
广东卫视,http://tvmvip110.club/as.php?id=gdws
广东卫视,http://tvmvip110.club/as.php?id=gdwshd
深圳卫视,http://tvmvip110.club/as.php?id=szws
深圳卫视,http://tvmvip110.club/as.php?id=szwshd
广西卫视,http://tvmvip110.club/as.php?id=gxws
云南卫视,http://tvmvip110.club/as.php?id=ynws
贵州卫视,http://tvmvip110.club/as.php?id=gzwshd
贵州卫视,http://tvmvip110.club/as.php?id=gzws
四川卫视,http://tvmvip110.club/as.php?id=scws
康巴卫视测试,http://tvmvip110.club/as.php?id=kbws
新疆卫视,http://tvmvip110.club/as.php?id=xjws
兵团卫视,http://tvmvip110.club/as.php?id=btws
西藏卫视,http://tvmvip110.club/as.php?id=xzws
海南卫视,http://tvmvip110.club/as.php?id=hinws
卡酷少儿,http://tvmvip110.club/as.php?id=kkse
三沙卫视,http://tvmvip110.club/as.php?id=ssws
新动漫,http://tvmvip110.club/as.php?id=xdm
网络棋牌,http://tvmvip110.club/as.php?id=wlqp
山东教育,http://tvmvip110.club/as.php?id=sdjy
金鹰纪实,http://tvmvip110.club/as.php?id=jyjs
金鹰卡通,http://tvmvip110.club/as.php?id=jykt
先锋乒羽,http://tvmvip110.club/as.php?id=xfpy
财富天下,http://tvmvip110.club/as.php?id=cftx
嘉佳卡通,http://tvmvip110.club/as.php?id=jjkt
港台,#genre#

TVB翡翠台,http://pull-l3-cny.douyincdn.com/third/stream-1f41fa6570c0c2fe39fef0752f76de81.flv
有线财经台,http://pull-l3-cny.douyincdn.com/third/stream-6cce73798021d977d916afacf1caba36.flv
有线直播台,http://pull-l3-cny.douyincdn.com/third/stream-1696778d64f00f3f9c0aefe3b2136ffe.flv
有线新闻台,http://pull-l3-cny.douyincdn.com/third/stream-3ce3ba86a40b1b2055eeda4f8cf6517e.flv
HITS,http://line.premiumpowers.net:80/Manuel/1234567/941607
凤凰中文,http://line.premiumpowers.net:80/Manuel/1234567/941626
CINEMAX,http://line.premiumpowers.net:80/Manuel/1234567/941659
ROCK,http://line.premiumpowers.net:80/Manuel/1234567/941643
无线新闻,http://line.premiumpowers.net:80/Manuel/1234567/153399
TVB 戏剧,http://line.premiumpowers.net:80/Manuel/1234567/153400
F新时代1,http://line.premiumpowers.net:80/Manuel/1234567/90351
F新时代2,http://line.premiumpowers.net:80/Manuel/1234567/90352
UHB都会,http://line.premiumpowers.net:80/Manuel/1234567/941649
UHB娱家,http://line.premiumpowers.net:80/Manuel/1234567/941651
HISTORY,http://line.premiumpowers.net:80/Manuel/1234567/941661
民视台湾台,http://www.336699.live:1935/blockfour/4gtv-4gtv001.stream/playlist.m3u8
民视,http://www.336699.live:1935/blockfour/4gtv-4gtv002.stream/playlist.m3u8
民视第一台,http://www.336699.live:1935/blockfour/4gtv-4gtv003.stream/playlist.m3u8
民视综艺台,http://www.336699.live:1935/blockfour/4gtv-4gtv004.stream/playlist.m3u8
智林体育台,http://www.336699.live:1935/blockfour/4gtv-4gtv101.stream/playlist.m3u8
TVBS,http://www.336699.live:1935/blockfour/4gtv-4gtv073.stream/playlist.m3u8
中视新闻,http://www.336699.live:1935/blockfour/4gtv-4gtv074.stream/playlist.m3u8
CHY电影台,http://www.336699.live:1935/blockfour/4gtv-4gtv076.stream/playlist.m3u8
HITS,http://www.336699.live:1935/blockfour/4gtv-4gtv082.stream/playlist.m3u8
GinX,http://www.336699.live:1935/blockfour/4gtv-4gtv053.stream/playlist.m3u8
华视新闻资讯,http://www.336699.live:1935/blockfour/4gtv-4gtv052.stream/playlist.m3u8
豬哥,http://www.336699.live:1935/blockfour/4gtv-4gtv006.stream/playlist.m3u8
中天新闻,http://www.336699.live:1935/blockfour/4gtv-4gtv009.stream/playlist.m3u8
时尚运动,http://www.336699.live:1935/blockfour/4gtv-4gtv014.stream/playlist.m3u8
八大精彩,http://www.336699.live:1935/blockfour/4gtv-4gtv034.stream/playlist.m3u8
八大综合台,http://www.336699.live:1935/blockfour/4gtv-4gtv039.stream/playlist.m3u8
中视新闻,http://www.336699.live:1935/blockfour/4gtv-4gtv040.stream/playlist.m3u8
华视新闻,http://www.336699.live:1935/blockfour/4gtv-4gtv041.stream/playlist.m3u8
公视,http://www.336699.live:1935/blockfour/4gtv-4gtv042.stream/playlist.m3u8
hokko,http://www.336699.live:1935/blockfour/4gtv-4gtv043.stream/playlist.m3u8
靖洋戏剧,http://www.336699.live:1935/blockfour/4gtv-4gtv045.stream/playlist.m3u8
靖天日本,http://www.336699.live:1935/blockfour/4gtv-4gtv047.stream/playlist.m3u8
采昌,http://www.336699.live:1935/blockfour/4gtv-4gtv049.stream/playlist.m3u8
靖天欢乐,http://www.336699.live:1935/blockfour/4gtv-4gtv054.stream/playlist.m3u8
靖天映晝,http://www.336699.live:1935/blockfour/4gtv-4gtv055.stream/playlist.m3u8
靖洋卡通,http://www.336699.live:1935/blockfour/4gtv-4gtv057.stream/playlist.m3u8
靖天电影,http://www.336699.live:1935/blockfour/4gtv-4gtv061.stream/playlist.m3u8
靖天育乐台,http://www.336699.live:1935/blockfour/4gtv-4gtv062.stream/playlist.m3u8
靖天国际台,http://www.336699.live:1935/blockfour/4gtv-4gtv063.stream/playlist.m3u8
中视菁采,http://www.336699.live:1935/blockfour/4gtv-4gtv064.stream/playlist.m3u8
TVBS欢乐,http://www.336699.live:1935/blockfour/4gtv-4gtv068.stream/playlist.m3u8
elta娱乐台,http://www.336699.live:1935/blockfour/4gtv-4gtv070.stream/playlist.m3u8
中视经典,http://www.336699.live:1935/blockfour/4gtv-4gtv080.stream/playlist.m3u8
影迷数位电影台,http://www.336699.live:1935/blockfour/4gtv-4gtv011.stream/playlist.m3u8
cnex,http://www.336699.live:1935/blockfour/4gtv-4gtv013.stream/playlist.m3u8
靖天戏剧台,http://www.336699.live:1935/blockfour/4gtv-4gtv058.stream/playlist.m3u8
trace,http://www.336699.live:1935/blockfour/4gtv-4gtv077.stream/playlist.m3u8
arirang,http://www.336699.live:1935/blockfour/4gtv-4gtv079.stream/playlist.m3u8
翡翠台,http://2022.stream-link.org/playlist/tvb_jade
華麗(翡翠)台,http://2022.stream-link.org/playlist/astro_jade
八度空間,http://2022.stream-link.org/playlist/8tv
無綫新聞台,http://2022.stream-link.org/playlist/tvb_news
無綫財經資訊台,http://2022.stream-link.org/playlist/tvb_finance
有線新聞,http://2022.stream-link.org/playlist/cable_news
有線財經,http://2022.stream-link.org/playlist/cable_finance
香港開電視,http://2022.stream-link.org/playlist/hoy
now新聞,http://2022.stream-link.org/playlist/now_news
now財經,http://2022.stream-link.org/playlist/now_finance
now精選體育,http://2022.stream-link.org/playlist/now_sports
鳳凰中文台,http://2022.stream-link.org/playlist/phtv_live
鳳凰資訊台,http://2022.stream-link.org/playlist/phtv_info
港台電視31,http://2022.stream-link.org/playlist/rthk_31
港台電視32,http://2022.stream-link.org/playlist/rthk_32
澳門蓮花衛視,http://2022.stream-link.org/playlist/macau_lotustv
東森新聞,http://2022.stream-link.org/playlist/ebc_news
東森財經新聞,http://2022.stream-link.org/playlist/ebc_finance
中天新聞,http://2022.stream-link.org/playlist/cti_news
華視新聞,http://2022.stream-link.org/playlist/cts_news
中視新聞,http://2022.stream-link.org/playlist/ctv_news
民視新聞,http://2022.stream-link.org/playlist/ftv_news
寰宇新聞,http://2022.stream-link.org/playlist/global_news
寰宇台灣新聞,http://2022.stream-link.org/playlist/global_tw
三立財經新聞,http://2022.stream-link.org/playlist/set_inews
三立新聞,http://2022.stream-link.org/playlist/set_news
三立新聞+,http://2022.stream-link.org/playlist/set_news+
台視新聞,http://2022.stream-link.org/playlist/ttv_news
TVBS新聞,http://2022.stream-link.org/playlist/tvbs_news
TVBS,http://2022.stream-link.org/playlist/tvbs
華視,http://2022.stream-link.org/playlist/cts_zy
三立綜合台,http://2022.stream-link.org/playlist/set_zh
台視,http://2022.stream-link.org/playlist/ttv
中天綜合台,http://2022.stream-link.org/playlist/cti_zh
Love Nature,http://2022.stream-link.org/playlist/love_nature
東森yoyo,http://2022.stream-link.org/playlist/ebc_yoyo
華視(2023台中新站跨年演唱會),http://2022.stream-link.org/playlist/cts_2023
TVBS新闻台,https://pull-l3-cny.douyincdn.com/live/e6b6ef594c30eb3f3de0fa4ba0ce86e6.m3u8
凤凰资讯,http://tvmvip110.club/fengh.php?id=1
凤凰卫视,http://tvmvip110.club/fengh.php?id=2
凤凰香港,http://tvmvip110.club/fengh.php?id=3
TVBS,http://tvmvip110.club/live.php?id=tvbs
zhongtian,http://tvmvip110.club/live.php?id=ztxw
zs,http://tvmvip110.club/live.php?id=zs
slxw,http://tvmvip110.club/live.php?id=slxw
msxw,http://tvmvip110.club/live.php?id=msxw
hsxw,http://tvmvip110.club/live.php?id=hsxw
ts,http://tvmvip110.club/live.php?id=ts
jxw,http://tvmvip110.club/live.php?id=jxw
fhzx,http://tvmvip110.club/live.php?id=fhzx
hyxw,http://tvmvip110.club/live.php?id=hyxw
dsxw,http://tvmvip110.club/live.php?id=dsxw
msyj,http://tvmvip110.club/live.php?id=msyj
zszy,http://tvmvip110.club/live.php?id=zszy
xyqt,http://tvmvip110.club/live.php?id=xyqt
zyzg,http://tvmvip110.club/live.php?id=zyzg
明星,#genre#

m1905,http://111.177.34.98/hlslive2.ks-cdn.m1905.com/live/LIVE8J4LTCXPI7QJ5/index.m3u8
陈翔六点半,http://tvmvip110.club/huya.php?id=cxldb
林正英,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=34229877
周星驰,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=1353881242
成龙,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=34460526
狄仁杰1-4部,http://jxiptv.xn--9kqp7k2rd.com/svip/yy.php?t=1351755386
