🚀｜CCTV,#genre#
CCTV7,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/1.m3u8
CCTV7,http://39.135.138.60:18890/PLTV/88888910/224/3221225624/index.m3u8
CCTV7,http://39.136.48.53:8089/PLTV/88888888/224/3221225753/index.m3u8
CCTV8,http://39.134.115.163:8080/PLTV/88888910/224/3221225631/index.m3u8
CCTV8,http://39.134.65.177/PLTV/88888888/224/3221225795/1.m3u8
CCTV8,http://39.135.138.58:18890/PLTV/88888888/224/3221225635/index.m3u8
CCTV8,http://111.59.189.40:8445/tsfile/live/1006_1.m3u8
CCTV8,http://125.40.191.58:9901/tsfile/live/1007_1.m3u8
CCTV8,http://39.134.115.163:8080/PLTV/88888910/224/3221225635/index.m3u8
CCTV8,http://39.135.138.59:18890/PLTV/88888910/224/3221225631/index.m3u8
CCTV8,http://39.135.138.60:18890/PLTV/88888910/224/3221225631/index.m3u8
CCTV8,http://39.135.138.60:18890/PLTV/88888910/224/3221225635/index.m3u8
CCTV9,http://39.136.48.2:8089/PLTV/88888888/224/3221225759/index.m3u8
CCTV9,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225646/index.m3u8
CCTV9,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225626/index.m3u8
CCTV9,http://39.135.138.58:18890/TVOD/88888888/224/3221225626/index.m3u8
CCTV9,http://39.134.65.208/PLTV/88888888/224/3221225676/index.m3u8
CCTV9,http://39.134.67.99/PLTV/88888888/224/3221225676/index.m3u8
CCTV9,http://39.136.48.5:8089/PLTV/88888888/224/3221225759/index.m3u8
CCTV9,http://39.135.138.59:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV9,http://39.135.138.60:18890/PLTV/88888910/224/3221225646/index.m3u8
CCTV9,http://39.136.48.53:8089/PLTV/88888888/224/3221225759/index.m3u8
CCTV10,http://39.134.115.163:8080/PLTV/88888910/224/3221225627/index.m3u8
CCTV10,http://39.134.115.163:8080/PLTV/88888910/224/3221225636/index.m3u8
CCTV10,http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8
CCTV10,http://39.135.138.59:18890/PLTV/88888910/224/3221225627/index.m3u8
CCTV10,http://39.135.138.60:18890/PLTV/88888910/224/3221225636/index.m3u8
CCTV10,http://39.136.48.53:8089/PLTV/88888888/224/3221225761/index.m3u8
CCTV11,http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV11,http://39.135.138.58:18890/PLTV/88888888/224/3221225628/index.m3u8
CCTV11,http://39.135.138.59:18890/PLTV/88888910/224/3221225628/index.m3u8
CCTV11,http://39.136.48.11:8089/PLTV/88888888/224/3221226407/index.m3u8
CCTV11,http://39.134.115.163:8080/PLTV-/88888910/224/3221225628/index.m3u8
CCTV11,http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221225628/index.m3u8
CCTV11,http://39.135.138.58:18890/PLTV/88888910/224/3221225626/index.m3u8codeyj
CCTV11,http://39.135.138.60:18890/PLTV/88888910/224/3221225628/index.m3u8
CCTV12,http://39.134.115.163:8080/PLTV/88888910/224/3221225629/index.m3u8
CCTV12,http://39.134.115.163:8080/PLTV/88888910/224/3221225637/index.m3u8
CCTV12,http://39.135.138.59:18890/PLTV/88888910/224/3221225629/index.m3u8
CCTV12,http://39.135.138.60:18890/PLTV/88888910/224/3221225637/index.m3u8
CCTV12,http://39.136.48.53:8089/PLTV/88888888/224/3221225763/index.m3u8
CCTV12,http://39.134.65.179/PLTV/88888888/224/3221225669/1.m3u8
CCTV12,http://222.240.82.92:9901/tsfile/live/0012_1.m3u8
CCTV12,http://183.196.25.171:808/hls/12/index.m3u8
CCTV12,http://39.135.138.58:18890/TVOD/88888888/224/3221225637/index.m3u8
CCTV12,http://39.134.65.173/PLTV/88888888/224/3221225669/1.m3u8
CCTV12,http://39.134.65.142/PLTV/88888888/224/3221225669/index.m3u8
CCTV13,http://39.135.138.58:18890/PLTV/88888910/224/3221225638/index.m3u8codeyj
CCTV13,http://39.136.48.11:8089/PLTV/88888888/224/3221226328/index.m3u8
CCTV13,http://39.136.48.10:8089/PLTV/88888888/224/3221226328/index.m3u8
CCTV13,http://39.136.48.99:8089/PLTV/88888888/224/3221226328/index.m3u8
CCTV13,http://39.136.48.53:8089/PLTV/88888888/224/3221226328/index.m3u8
CCTV14,http://111.59.189.40:8445/tsfile/live/1012_1.m3u8
CCTV14,http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8
CCTV14,http://39.134.115.163:8080/PLTV/88888910/224/3221225640/index.m3u8
CCTV14,http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8
CCTV14,http://39.134.67.6:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/1.m3u8
CCTV14,http://39.135.138.59:18890/PLTV/88888910/224/3221225640/index.m3u8
CCTV14,http://39.135.138.60:18890/PLTV/88888910/224/3221225639/index.m3u8
CCTV14,http://39.136.48.5:8089/PLTV/88888888/224/3221225765/index.m3u8
CCTV14,http://39.134.65.141/PLTV/88888888/224/3221225674/index.m3u8
CCTV14,http://39.134.65.208/PLTV/88888888/224/3221225674/index.m3u8
CCTV14,http://39.135.138.59:18890/PLTV/88888910/224/3221225639/index.m3u8
CCTV14,http://183.196.25.171:808/hls/14/index.m3u8
CCTV14,http://39.134.65.142/PLTV/88888888/224/3221225674/index.m3u8
CCTV14,http://39.136.48.53:8089/PLTV/88888888/224/3221225765/index.m3u8
CCTV15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8
CCTV15,http://39.135.138.58:18890/PLTV/88888888/224/3221225641/index.m3u8
CCTV15,http://39.136.48.11:8089/PLTV/88888888/224/3221226409/index.m3u8
CCTV15,http://39.134.115.163:8080/PLTV-/88888910/224/3221225641/index.m3u8
CCTV15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8?icpid=88888888&from=30&hms_devid=1452
CCTV15,http://39.135.138.58:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV15,http://39.135.138.60:18890/PLTV/88888910/224/3221225641/index.m3u8
CCTV16,http://39.134.66.4/PLTV/88888888/224/3221225893/index.m3u8
CCTV16,http://182.151.211.171:808/hls/18/index.m3u8
CCTV16,http://39.135.138.60:18890/TVOD/88888910/224/3221226233/index.m3u8
CCTV17,http://39.135.138.58:18890/PLTV/88888888/224/3221225908/index.m3u8
CCTV17,http://39.135.138.58:18890/PLTV/88888888/224/3221225907/index.m3u8
CCTV17,http://39.136.48.5:8089/PLTV/88888888/224/3221226093/index.m3u8
CCTV17,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225909/index.m3u8
CCTV17,http://39.135.138.58:18890/PLTV/88888888/224/3221225907/index.m3u8?
CCTV17,http://39.136.48.99:8089/PLTV/88888888/224/3221226093/index.m3u8
CCTV17,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8?icpid=88888888&from=30&hms_devid=1452
CCTV17,http://39.134.65.183/PLTV/88888888/224/3221225708/1.m3u8
CCTV17,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
CCTV17,http://39.134.66.110/PLTV/88888888/224/3221225708/index.m3u8
CCTV17,http://39.135.138.60:18890/PLTV/88888910/224/3221225908/index.m3u8
CCTV17,http://39.136.48.53:8089/PLTV/88888888/224/3221226093/index.m3u8
CCTV-9,http://111.40.196.35/PLTV/88888888/224/3221225502/index.m3u8
CCTV-14,http://39.134.65.162/PLTV/88888888/224/3221225674/index.m3u8
CCTV-15,http://111.40.196.31/PLTV/88888888/224/3221225500/index.m3u8
CCTV-1,http://39.134.115.163:8080/PLTV/88888910/224/3221225642/index.m3u8
CCTV-5,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV-5+,http://39.134.115.163:8080/PLTV/88888910/224/3221225649/index.m3u8
CCTV-6,http://39.134.115.163:8080/PLTV/88888910/224/3221225650/index.m3u8
CCTV-9,http://39.134.115.163:8080/PLTV/88888910/224/3221225626/index.m3u8
CCTV-13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CETV-1,http://39.136.48.106:8089/PLTV/88888888/224/3221226252/index.m3u8?$移动超清1080P
CETV-1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225917/index.m3u8?fmt=ts2hls?$移动超清1080P
CETV-1,http://111.59.63.32:9901/tsfile/live/1024_1.m3u8
🚀｜央视移动,#genre#
CCTV1,http://111.20.33.93/TVOD/88888893/224/3221226231/index.m3u8?$移动超清1080P
CCTV1,http://39.134.193.100:6610/030000001001/hdcctv01/1.m3u8?
CCTV1,http://111.20.35.103:6610/yinhe/2/ch00000090990000001068/index.m3u8?virtualDomain=yinhe.live_hls.zte.com?$移动超清1080P
CCTV1,http://39.134.66.4:80/PLTV/88888888/224/3221225816/index.m3u8?$移动超清1080P
CCTV2,http://39.135.138.60:18890/PLTV/88888910/224/3221225619/index.m3u8?$移动超清1080P
CCTV2,http://111.20.35.103:6610/yinhe/2/ch00000090990000001293/index.m3u8?virtualDomain=yinhe.live_hls.zte.com?$移动超清1080P
CCTV2,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221232362/index.m3u8?$咪咕移动1080P
CCTV3,http://111.40.196.29/PLTV/88888888/224/3221225588/index.m3u8?$移动高清720P
CCTV3,http://39.134.65.175/88888888/88888888/3221225799/3u8?/indexm3u8?/index.pl1080P
CCTV3,http://111.20.35.103:6610/yinhe/2/ch00000090990000001598/index.m3u8?virtualDomain=yinhe.live_hls.zte.com?$移动超清1080P
CCTV3,http://111.20.33.93/TVOD/88888893/224/3221226397/index.m3u8?$移动超清1080P
CCTV4,http://111.20.33.93/TVOD/88888893/224/3221226223/index.m3u8?$移动超清1080P
CCTV4,http://111.20.35.103:6610/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com?$移动超清1080P
CCTV5,http://117.148.129.8/PLTV/88888888/224/3221233115/index.m3u8?$咪咕移动1080P
CCTV5,http://111.63.117.13:6060/030000001000/CCTV-5/CCTV-5.m3u8?$移动超清1080P
CCTV5,http://111.20.33.93:80/PLTV/88888893/224/3221226395/index.m3u8?$移动超清1080P
CCTV6,http://111.20.33.93:80/PLTV/88888893/224/3221226011/index.m3u8?$移动高清1080P
CCTV6,http://111.20.35.103:6610/yinhe/2/ch00000090990000001275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com?$移动超清1080P
CCTV6,http://117.148.129.8/PLTV/88888888/224/3221231724/index.m3u8?$咪咕移动1080P
CCTV7,http://111.20.33.93/TVOD/88888893/224/3221226192/index.m3u8?$移动超清1080P
CCTV7,http://111.20.35.103:6610/yinhe/2/ch00000090990000001291/index.m3u8?virtualDomain=yinhe.live_hls.zte.com?$移动超清1080P
CCTV8,http://111.40.196.31/PLTV/88888888/224/3221225592/index.m3u8?$移动高清720P
CCTV8,http://39.134.193.100:6610/030000001001/cctv-8/1.m3u8?$移动超清1080P
CCTV8,http://111.20.35.103:6610/yinhe/2/ch00000090990000001869/index.m3u8?virtualDomain=yinhe.live_hls.zte.com?$移动超清1080P
CCTV8,http://111.20.33.93/TVOD/88888893/224/3221226391/index.m3u8?$移动超清1080P
CCTV9,http://111.20.35.103:6610/yinhe/2/ch00000090990000001294/index.m3u8?virtualDomain=yinhe.live_hls.zte.com?$移动超清1080P
CCTV9,http://111.40.196.34/PLTV/88888888/224/3221225502/index.m3u8?$移动高清720P
CCTV9,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231697/index.m3u8?$咪咕移动1080P
CCTV10,http://111.20.33.93/TVOD/88888893/224/3221226189/index.m3u8?$移动超清1080P
CCTV10,http://111.20.35.103:6610/yinhe/2/ch00000090990000001288/index.m3u8?virtualDomain=yinhe.live_hls.zte.com?$移动超清1080P
CCTV10,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231666/index.m3u8?$咪咕移动1080P
CCTV11,http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8?$移动超清1080P
CCTV11,http://39.135.138.59:18890/TVOD/88888910/224/3221225628/index.m3u8?$移动超清1080P
CCTV12,http://111.20.35.103:6610/yinhe/2/ch00000090990000001289/index.m3u8?virtualDomain=yinhe.live_hls.zte.com?$移动超清1080P
CCTV12,http://111.20.33.93/TVOD/88888893/224/3221226190/index.m3u8?$移动超清1080P
CCTV12,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231660/index.m3u8?$咪咕移动1080P
CCTV13,http://111.40.196.30/PLTV/88888888/224/3221225504/index.m3u8?$移动高清720P
CCTV13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8?$移动超清1080P
CCTV14,http://111.20.35.103:6610/yinhe/2/ch00000090990000001292/index.m3u8?virtualDomain=yinhe.live_hls.zte.com?$移动超清1080P
CCTV15,http://111.40.196.31/PLTV/88888888/224/3221225500/index.m3u8?$移动高清720P
CCTV15,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8?$移动超清1080P
CCTV16,http://liveop6HD/playlist.m3u8?$全彩网cctv.cn/hls/CCTV1cctv.cn/hls/CCTV1cctv.1080P
CCTV16,http://39.135.138.58:18890/PLTV/8888888/224/32218888/224/32216233/index.u8?2226233/index.$移动m1080P
CCTV16,http://111.20.33.93/TVOD/88888893/224/3221226921/index.m3u8?$移动超清1080P
CCTV17,http://39.135.138.58:18890/PLTV/88888888/224/3221225907/index.m3u8?$移动超清1080P
CCTV17,http://111.20.33.93/TVOD/88888893/224/3221226198/index.m3u8?$移动超清1080P
CCTV17,http://111.20.35.103:6610/yinhe/2/ch00000090990000001295/index.m3u8?virtualDomain=yinhe.live_hls.zte.com?$移动超清1080P
CCTV17,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225909/index.m3u8?$移动超清1080P
CCTV5+,http://117.148.179.136/PLTV/88888888/224/3221231459/index.m3u8?$咪咕移动1080P
CCTV5+,http://111.63.117.13:6060/030000001000/G_CCTV-5PLUS/G_CCTV-5PLUS.m3u8?$移动超清1080P
CCTV5+,http://111.40.196.25/PLTV/88888888/224/3221225767/index.m3u8?$移动高清720P
CCTV4K,http://www.cctv.cn/hls/4u8?$m全K直播网HDOPHD1080P
CCTV4K,https://p.ggiptv.com/v/4k.u3u8?$全网蓝光4K
CCTV4K,http://17.148.129.6/88888888/PL24/32212334/index.m3u8?$全网网4K/PL24/32212334
🚀｜卫视频道,#genre#
北京卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225674/index.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8
深圳卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225741/index.m3u8
深圳卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225700/index.m3u8
深圳卫视,http://39.134.66.110/PLTV/88888888/224/3221225668/index.m3u8
湖南卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://39.134.65.162/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225704/index.m3u8
湖南卫视,http://39.134.66.66/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://39.134.66.110/PLTV/88888888/224/3221225977/index.m3u8
湖南卫视,http://39.134.66.110/PLTV/88888888/224/3221225506/index.m3u8
重庆卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225692/index.m3u8
重庆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225692/index.m3u8
重庆卫视,http://39.134.66.110/PLTV/88888888/224/3221225963/index.m3u8
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8
浙江卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225703/index.m3u8
浙江卫视,http://39.134.66.66/PLTV/88888888/224/3221225514/index.m3u8
辽宁卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225696/index.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
江苏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225702/index.m3u8
江苏卫视,http://39.134.66.110/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视,http://39.134.66.66/PLTV/88888888/224/3221225503/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8
江西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225746/index.m3u8
江西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225705/index.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8
东方卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225659/index.m3u8
广东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225701/index.m3u8
广东卫视,http://39.134.66.110/PLTV/88888888/224/3221225966/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8
天津卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225698/index.m3u8
山东卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225697/index.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
湖北卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225699/index.m3u8
安徽卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225691/index.m3u8
四川卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225733/index.m3u8
河北卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225732/index.m3u8
贵州卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225728/index.m3u8
贵州卫视,http://39.134.66.110/PLTV/88888888/224/3221225974/index.m3u8
山西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225730/index.m3u8
青海卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225727/index.m3u8
云南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225664/index.m3u8
东南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8
河南卫视,http://39.134.66.110/PLTV/88888888/224/3221225988/index.m3u8
陕西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225729/index.m3u8
内蒙古卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225667/index.m3u8
宁夏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225726/index.m3u8
甘肃卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225724/index.m3u8
新疆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225725/index.m3u8
广西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225731/index.m3u8
吉林卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225680/index.m3u8
吉林卫视,http://39.134.66.110/PLTV/88888888/224/3221225981/index.m3u8
龙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225690/index.m3u8
西藏卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225723/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视,http://39.134.66.110/PLTV/88888888/224/3221225985/index.m3u8
综艺铜艺,http://39.134.66.110/PLTV/88888888/224/3221225525/index.m3u8
🚀｜港台,#genre#
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰中文,http://111.59.189.40:8445/tsfile/live/1020_1.m3u8?zgangd
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
