此直播更改,#genre#
劲爆DJ串烧[1920*1080],https://vdse.bdstatic.com//01b1f78bb5b009d36ce3f5051e7383c1.mp4
女生DJ串烧[854*480],https://vd4.bdstatic.com/mda-mmncsg3gspc9rq5m/480p/h264/1640253169234879704/mda-mmncsg3gspc9rq5m.mp4
最新伤感5首歌[854*480],https://vd4.bdstatic.com/mda-mmm51m2ep4vqhhst/480p/h264/1640146053815826024/mda-mmm51m2ep4vqhhst.mp4
伤心酒吧串烧[854*480],https://vd4.bdstatic.com/mda-mkkr6vrrwp7uv7nu/hd/cae_h264/1637518093908994596/mda-mkkr6vrrwp7uv7nu.mp4
车载必备DJ舞曲[1920*1080],https://vd2.bdstatic.com/mda-mm33bvw7zymzhwgx/1080p/cae_h264/1638591344918378556/mda-mm33bvw7zymzhwgx.mp4
超好听的情歌[1920*1080],https://vd4.bdstatic.com/mda-mmh42td9ea0c1cjm/1080p/cae_h264/1639797853752669407/mda-mmh42td9ea0c1cjm.mp4
酒吧劲爆中文舞曲[1920*1080],https://vd4.bdstatic.com/mda-mm0b66vfp7wt1u2z/1080p/cae_h264/1638380807362057569/mda-mm0b66vfp7wt1u2z.mp4
车载DJ舞曲精选[1920*1080],https://vd3.bdstatic.com/mda-mktgbuw1tgftu9r3/1080p/cae_h264/1638416019802849347/mda-mktgbuw1tgftu9r3.mp4
2021一夜爆红歌曲[1920*1080],https://vd2.bdstatic.com/mda-mmcdm04add2nws28/1080p/cae_h264/1639608593870785368/mda-mmcdm04add2nws28.mp4
音乐520[1920*1080],https://vdse.bdstatic.com//7b2f1b020851df0037ed7b5013a8887d.mp4
澳门酒吧音乐DJ[854*480],https://vd3.bdstatic.com/mda-mkpi5r0xe92ja446/480p/h264/1637759253085791346/mda-mkpi5r0xe92ja446.mp4
网络情歌精选DJ[854*480],https://vd3.bdstatic.com/mda-mm1eqirhmt0293u0/480p/h264/1638443831616522299/mda-mm1eqirhmt0293u0.mp4
精选6首洗脑曲[854*480],https://vd3.bdstatic.com/mda-mjgmwij68mqdp5qc/480p/h264/1634485877945514484/mda-mjgmwij68mqdp5qc.mp4
超强车载重音乐[1280*720],https://vdse.bdstatic.com//be2987198eb242f59daaea05ac1d95ee.mp4
5首伤感音乐舞曲[854*480],https://vd3.bdstatic.com/mda-mkh8vtjpfn1iq9ei/480p/h264/1637216574377274148/mda-mkh8vtjpfn1iq9ei.mp4
5首绝美情歌[854*480],https://vd3.bdstatic.com/mda-mjtb7bbvk98u8z58/480p/h264/1635409459813822543/mda-mjtb7bbvk98u8z58.mp4
伤感情歌串烧舞曲[854*480],https://vd3.bdstatic.com/mda-mkva4u307sie5api/hd/cae_h264/1638265271419100623/mda-mkva4u307sie5api.mp4
全民蹦迪洗脑神曲[854*480],https://vd3.bdstatic.com/mda-mm72pcq75p29jy3y/480p/h264/1638928782018074273/mda-mm72pcq75p29jy3y.mp4
2021最新中文DJ[854*480],https://vd3.bdstatic.com/mda-mkp3aqpf8f57j32h/480p/h264/1637720602923307246/mda-mkp3aqpf8f57j32h.mp4
精选大江南北歌曲[854*480],https://vd3.bdstatic.com/mda-mkudm4eq9p8p3u86/480p/h264/1638178700564898831/mda-mkudm4eq9p8p3u86.mp4
网络爆红DJ舞曲[854*480],https://vd3.bdstatic.com/mda-mki529nvmkxde6x8/480p/h264/1637293395968208020/mda-mki529nvmkxde6x8.mp4
网络最火DJ音乐舞曲[854*480],https://vd3.bdstatic.com/mda-mki529nvmkxde6x8/480p/h264/1637293395968208020/mda-mki529nvmkxde6x8.mp4
6首火遍全网歌曲[854*480],https://vd3.bdstatic.com/mda-mkf63gabjer51i9c/480p/h264/1637037550863164410/mda-mkf63gabjer51i9c.mp4
劲歌热舞网络DJ[854*480],https://vd3.bdstatic.com/mda-mku3r3h9uxyjxpjf/480p/h264/1638153592661083380/mda-mku3r3h9uxyjxpjf.mp4
热门DJ笑纳[854*480],https://vd3.bdstatic.com/mda-mkn4pytp5id88k1n/hd/cae_h264/1637642343249797600/mda-mkn4pytp5id88k1n.mp4
火爆DJ串烧渇望[854*480],https://vd3.bdstatic.com/mda-mkmhuih1w2cmza3u/480p/h264/1637585190624896109/mda-mkmhuih1w2cmza3u.mp4
酒吧爆火DJ舞曲[1920*1080],https://vd4.bdstatic.com/mda-mmgf5h3qfy82g3p6/1080p/cae_h264/1639741043433716746/mda-mmgf5h3qfy82g3p6.mp4
酒吧爆火DJ舞曲②[1920*1080],https://vd4.bdstatic.com/mda-mmgf9k7sqr771a0d/1080p/cae_h264/1639739439753027337/mda-mmgf9k7sqr771a0d.mp4
DJ音乐情歌选[1920*1080],https://vd2.bdstatic.com/mda-mm595gmdf11p2pf0/1080p/cae_h264/1638806041749745133/mda-mm595gmdf11p2pf0.mp4
一夜火爆i网络DJ舞曲[1920*1080],https://vdse.bdstatic.com//692b9306c06b72d223c9d714f8ebe579.mp4
一夜火爆i网络DJ舞曲[1920*1080],https://vdse.bdstatic.com//692b9306c06b72d223c9d714f8ebe579.mp4
一夜火爆i网络DJ舞曲[1920*1080],https://vdse.bdstatic.com//692b9306c06b72d223c9d714f8ebe579.mp4
2021年最火伤感音乐[1920*1080],https://vdse.bdstatic.com//6d39df48360bdb12f73800397c4a6c02.mp4
2021年最火伤感音乐[1920*1080],https://vdse.bdstatic.com//6d39df48360bdb12f73800397c4a6c02.mp4
2021年最火伤感音乐[1920*1080],https://vdse.bdstatic.com//6d39df48360bdb12f73800397c4a6c02.mp4
2021年网络火爆伤感情歌6首[1920*1080],https://vdse.bdstatic.com//80e0473f97055cec1c9c76c1c7e5498a.mp4
2021年网络火爆伤感情歌6首[1920*1080],https://vdse.bdstatic.com//80e0473f97055cec1c9c76c1c7e5498a.mp4
2021年网络火爆伤感情歌6首[1920*1080],https://vdse.bdstatic.com//80e0473f97055cec1c9c76c1c7e5498a.mp4
2021年6首网络伤感情歌[854*480],http://39.165.32.235:88/v1.go2yd.com/video/fcaf341a6038ed4d8dbd50deaf3036c1.mp4_bd.mp4
2021年6首网络伤感情歌[854*480],http://39.165.32.235:88/v1.go2yd.com/video/fcaf341a6038ed4d8dbd50deaf3036c1.mp4_bd.mp4
2021年6首网络伤感情歌[854*480],http://39.165.32.235:88/v1.go2yd.com/video/fcaf341a6038ed4d8dbd50deaf3036c1.mp4_bd.mp4
几首比较火的DJ情歌[1280*720],https://vdse.bdstatic.com//4d7e8fe409b2ba9e08b179de8e146fa3.mp4
几首比较火的DJ情歌[1280*720],https://vdse.bdstatic.com//4d7e8fe409b2ba9e08b179de8e146fa3.mp4
几首比较火的DJ情歌[1280*720],https://vdse.bdstatic.com//4d7e8fe409b2ba9e08b179de8e146fa3.mp4
精选6首DJ情歌[1920*1080],https://vdse.bdstatic.com//2ead9cf04f5e9e3a99eea79534c3c104.mp4
精选6首DJ情歌[1920*1080],https://vdse.bdstatic.com//2ead9cf04f5e9e3a99eea79534c3c104.mp4
精选6首DJ情歌[1920*1080],https://vdse.bdstatic.com//2ead9cf04f5e9e3a99eea79534c3c104.mp4
蹦迪DJ[1272*720],https://vdse.bdstatic.com//e94b56d691d790f43b6dad9969c98af9.mp4?authorization=bce-auth-v1%2F40f207e648424f47b2e3dfbb1014b1a5%2F2022-03-08T16%3A50%3A57Z%2F-1%2Fhost%2Fde133e984bd8cc25dc90226c07060de2d0e7e5cf54cebf13db588c88b2a3aa50
DJ[1280*720],https://vdse.bdstatic.com//89125075c8eff065022858f7ab9f45ac.mp4
夜店DJ[856*482],http://listen.92kk.com:8811/%2F2020%2F%E8%BD%A6%E8%BD%BD%E8%A7%86%E9%A2%91%2F2020-08%2F2020-08-22%2F%5BMp4%5D%E6%9D%80%E6%AD%BB%E6%88%91%E7%9A%84%E6%B8%A9%E6%9F%94-%E9%BA%A6%E5%AE%B6%E7%91%9C-%E8%BD%A6%E8%BD%BD%E9%9F%B3%E4%B9%90%E7%B2%BE%E5%93%81%E7%BE%8E%E5%A5%B3%E5%A4%9C%E5%BA%97DJ%E8%A7%86%E9%A2%91%5B%E7%8B%AC%5D.mp4
10首车载dj[854*480],https://vd3.bdstatic.com/mda-nbhgwre9iykh09ya/hd/cae_h264_delogo/1645187028018958500/mda-nbhgwre9iykh09ya.mp4
